wave,var_name,question,options,n_options,pct_answered
W29,TRAITSA,"How well, if at all, do each of the following words or phrases describe you? Intelligent",Very well | Somewhat well | Not too well | Not at all well,4,100.0
W29,TRAITSB,"How well, if at all, do each of the following words or phrases describe you? Physically attractive",Very well | Somewhat well | Not too well | Not at all well,4,100.0
W29,TRAITSC,"How well, if at all, do each of the following words or phrases describe you? Nurturing",Very well | Somewhat well | Not too well | Not at all well,4,100.0
W29,TRAITSD,"How well, if at all, do each of the following words or phrases describe you? Assertive",Very well | Somewhat well | Not too well | Not at all well,4,100.0
W29,TRAITSE,"How well, if at all, do each of the following words or phrases describe you? Physically strong",Very well | Somewhat well | Not too well | Not at all well,4,100.0
W29,TRAITSF,"How well, if at all, do each of the following words or phrases describe you? Sensitive",Very well | Somewhat well | Not too well | Not at all well,4,100.0
W29,BOYSF1A,"When it comes to raising BOYS, would you say there is (too much emphasis) or (too little emphasis) on each of the following these days, or is it about right? Encouraging boys to be leaders",Too much emphasis | Too little emphasis | About right,3,50.2
W29,BOYSF1B,"When it comes to raising BOYS, would you say there is (too much emphasis) or (too little emphasis) on each of the following these days, or is it about right? Encouraging boys to talk about their feelings when they are sad or upset",Too much emphasis | Too little emphasis | About right,3,50.2
W29,BOYSF1C,"When it comes to raising BOYS, would you say there is (too much emphasis) or (too little emphasis) on each of the following these days, or is it about right? Encouraging boys to stand up for themselves",Too much emphasis | Too little emphasis | About right,3,50.2
W29,BOYSF1D,"When it comes to raising BOYS, would you say there is (too much emphasis) or (too little emphasis) on each of the following these days, or is it about right? Encouraging boys to do well in school",Too much emphasis | Too little emphasis | About right,3,50.2
W29,GIRLSF2A,"When it comes to raising Girls, would you say there is (too much emphasis) or (too little emphasis) on each of the following these days, or is it about right? Encouraging girls to be leaders",Too much emphasis | Too little emphasis | About right,3,49.8
W29,GIRLSF2B,"When it comes to raising Girls, would you say there is (too much emphasis) or (too little emphasis) on each of the following these days, or is it about right? Encouraging girls to talk about their feelings when they are sad or upset",Too much emphasis | Too little emphasis | About right,3,49.8
W29,GIRLSF2C,"When it comes to raising Girls, would you say there is (too much emphasis) or (too little emphasis) on each of the following these days, or is it about right? Encouraging girls to stand up for themselves",Too much emphasis | Too little emphasis | About right,3,49.8
W29,GIRLSF2D,"When it comes to raising Girls, would you say there is (too much emphasis) or (too little emphasis) on each of the following these days, or is it about right? Encouraging girls to do well in school",Too much emphasis | Too little emphasis | About right,3,49.8
W29,SPOUSESEX,Thinking about your spouse or partner... Is your spouse or partner of the opposite sex as you or the same sex as you?,Opposite sex | Same sex,2,61.3
W29,HOOD_NHISA,How much do you agree or disagree with the following statements about your neighborhood? There are people I can count on in this neighborhood,Definitely agree | Somewhat agree | Somewhat disagree | Definitely disagree,4,100.0
W29,HOOD_NHISB,How much do you agree or disagree with the following statements about your neighborhood? People in this neighborhood can be trusted,Definitely agree | Somewhat agree | Somewhat disagree | Definitely disagree,4,100.0
W29,HOOD_NHISC,How much do you agree or disagree with the following statements about your neighborhood? This is a close-knit neighborhood,Definitely agree | Somewhat agree | Somewhat disagree | Definitely disagree,4,100.0
W29,PVOTE12MOD,"In any election, some people are not able to vote because they are sick or busy or have some other reason, and others do not want to vote. Did you vote in the 2012 Presidential election between Barack Obama and Mitt Romney?",Voted | Did not vote (includes too young to vote),2,100.0
W29,LOCALELECT,"The next question is about Local elections, such as for mayor or a school board. Do you...",Always vote in local elections | Sometimes vote in local elections | Rarely vote in local elections | Never vote in local elections,4,100.0
W29,S12,"In the last 12 months, how often did you eat dinner with any of the other members of your household?",Basically every day | A few times a week | A few times a month | Once a month | Less than once a month | Not at all,6,81.4
W29,S13,"This next question is about friends and family you do not live with. During the last twelve months, how often did you see or hear from friends or family, whether in-person or not?",Basically every day | A few times a week | A few times a month | Once a month | Less than once a month | Not at all,6,100.0
W29,TALK_CPS,"In the last 12 months, how often did you talk with any of your neighbors?",Basically every day | A few times a week | A few times a month | Once a month | Less than once a month | Not at all,6,100.0
W29,FAVORS_CPS,"In the last 12 months, how often did you and your neighbors do favors for each other?",Basically every day | A few times a week | A few times a month | Once a month | Less than once a month | Not at all,6,100.0
W29,WORRYRET,How worried are you right now about not having enough money for retirement?,Very worried | Moderately worried | Not too worried | Not worried at all,4,100.0
W29,WORRYBILL,How worried are you right now about not having enough to pay your normal monthly bills?,Very worried | Moderately worried | Not too worried | Not worried at all,4,100.0
W29,GOPDIRCT,"Thinking about the future of the Republican Party, would you say that you are...",Very optimistic | Somewhat optimistic | Somewhat pessimistic | Very pessimistic,4,41.9
W29,DEMDIRCT,"Thinking about the future of the Democratic Party, would you say that you are...",Very optimistic | Somewhat optimistic | Somewhat pessimistic | Very pessimistic,4,55.4
W32,SATLIFEA,Please tell us whether you are [satisfied or dissatisfied] with the following aspects of your life. Your family life,Very satisfied | Somewhat satisfied | Somewhat dissatisfied | Very dissatisfied,4,100.0
W32,SATLIFEB,Please tell us whether you are [satisfied or dissatisfied] with the following aspects of your life. Your social life,Very satisfied | Somewhat satisfied | Somewhat dissatisfied | Very dissatisfied,4,100.0
W32,SATLIFEC,Please tell us whether you are [satisfied or dissatisfied] with the following aspects of your life. Your personal financial situation,Very satisfied | Somewhat satisfied | Somewhat dissatisfied | Very dissatisfied,4,100.0
W32,SATLIFED,Please tell us whether you are [satisfied or dissatisfied] with the following aspects of your life. Your current job or career,Very satisfied | Somewhat satisfied | Somewhat dissatisfied | Very dissatisfied,4,62.0
W32,SATLIFEE,Please tell us whether you are [satisfied or dissatisfied] with the following aspects of your life. The quality of life in your local community,Very satisfied | Somewhat satisfied | Somewhat dissatisfied | Very dissatisfied,4,100.0
W32,SOCTRUST,"Generally speaking, would you say that…",Most people can be trusted | You can’t be too careful in dealing with people,2,21.0
W32,SOCTRUST2,"Generally speaking, would you say that…",Most people can be trusted | Most people cannot be trusted,2,19.1
W32,SOCTRUST4,"Generally speaking, would you say you can trust most people…",A great deal | A fair amount | Not too much | Not at all,4,19.6
W32,SOCTRUST5,"Generally speaking, would you say that…",Most people can be trusted to do the right thing | Most people cannot be trusted to do the right thing,2,20.3
W32,COMMYRS,About how many years have you lived in your local community?,Less than 1 year | 1-5 years | 6-10 years | 11-20 years | More than 20 years,5,100.0
W32,COMATTACH,"In general, how attached do you feel to your local community?",Very attached | Somewhat attached | Not too attached | Not at all attached,4,100.0
W32,FEELA,"The next questions are about how you feel about different aspects of your life. How often, if ever, do you feel…Lonely or isolated from those around you",All or most of the time | Sometimes | Hardly ever | Never,4,100.0
W32,FEELB,"The next questions are about how you feel about different aspects of your life. How often, if ever, do you feel…You have people you can turn to for support",All or most of the time | Sometimes | Hardly ever | Never,4,100.0
W32,FEELC,"The next questions are about how you feel about different aspects of your life. How often, if ever, do you feel…Optimistic about your life",All or most of the time | Sometimes | Hardly ever | Never,4,100.0
W32,FEELD,"The next questions are about how you feel about different aspects of your life. How often, if ever, do you feel…You are too busy to enjoy life",All or most of the time | Sometimes | Hardly ever | Never,4,100.0
W32,COMMIMPA,"How important is it to you, personally, to live in a community…With access to art, music and theater",Very important | Somewhat important | Not too important | Not at all important,4,100.0
W32,COMMIMPB,"How important is it to you, personally, to live in a community…That is a good place to raise children",Very important | Somewhat important | Not too important | Not at all important,4,100.0
W32,COMMIMPC,"How important is it to you, personally, to live in a community…That is racially and ethnically diverse",Very important | Somewhat important | Not too important | Not at all important,4,100.0
W32,COMMIMPD,"How important is it to you, personally, to live in a community…Where most people share your political views",Very important | Somewhat important | Not too important | Not at all important,4,100.0
W32,COMMIMPE,"How important is it to you, personally, to live in a community…With access to recreational and outdoor activities",Very important | Somewhat important | Not too important | Not at all important,4,100.0
W32,COMMIMPF,"How important is it to you, personally, to live in a community…Where you have family nearby",Very important | Somewhat important | Not too important | Not at all important,4,100.0
W32,COMMIMPG,"How important is it to you, personally, to live in a community…With a strong sense of community",Very important | Somewhat important | Not too important | Not at all important,4,100.0
W32,COMMIMPH,"How important is it to you, personally, to live in a community…Where most people share your religious views",Very important | Somewhat important | Not too important | Not at all important,4,100.0
W32,FAMNEAR,"Thinking about members of your extended family who don’t live with you, about how many of them live within an hour’s drive of where you live now?",All or most | Some | Only a few | None | I don’t have extended family,5,100.0
W32,SUCCESSIMPA,"How important, if at all, do you think each of the following is in helping a young person succeed in the world today? A college education",Essential | Important but not essential | Not important,3,100.0
W32,SUCCESSIMPB,"How important, if at all, do you think each of the following is in helping a young person succeed in the world today? Knowing how to get along with people",Essential | Important but not essential | Not important,3,100.0
W32,SUCCESSIMPC,"How important, if at all, do you think each of the following is in helping a young person succeed in the world today? A good work ethic",Essential | Important but not essential | Not important,3,100.0
W32,SUCCESSIMPD,"How important, if at all, do you think each of the following is in helping a young person succeed in the world today? Work skills learned on the job",Essential | Important but not essential | Not important,3,100.0
W32,FEDSHAREA,"Thinking about how the federal government spends money, do you think Urban areas get…",More than their fair share | Less than their fair share | About the right amount,3,100.0
W32,FEDSHAREB,"Thinking about how the federal government spends money, do you think Suburban areas get…",More than their fair share | Less than their fair share | About the right amount,3,100.0
W32,FEDSHAREC,"Thinking about how the federal government spends money, do you think Rural areas get…",More than their fair share | Less than their fair share | About the right amount,3,100.0
W32,LOCALPROBA,"How much, if at all, is each of the following a problem in YOUR Local Community? Availability of jobs",Major problem in my local community | Minor problem in my local community | Not a problem in my local community,3,100.0
W32,LOCALPROBB,"How much, if at all, is each of the following a problem in YOUR Local Community? Drug addiction",Major problem in my local community | Minor problem in my local community | Not a problem in my local community,3,100.0
W32,LOCALPROBC,"How much, if at all, is each of the following a problem in YOUR Local Community? Access to grocery stores",Major problem in my local community | Minor problem in my local community | Not a problem in my local community,3,100.0
W32,LOCALPROBD,"How much, if at all, is each of the following a problem in YOUR Local Community? Access to good doctors and hospitals",Major problem in my local community | Minor problem in my local community | Not a problem in my local community,3,100.0
W32,LOCALPROBE,"How much, if at all, is each of the following a problem in YOUR Local Community? Access to high-speed internet",Major problem in my local community | Minor problem in my local community | Not a problem in my local community,3,100.0
W32,LOCALPROBF,"How much, if at all, is each of the following a problem in YOUR Local Community? Access to public transportation",Major problem in my local community | Minor problem in my local community | Not a problem in my local community,3,100.0
W32,LOCALPROBG,"How much, if at all, is each of the following a problem in YOUR Local Community? Racism",Major problem in my local community | Minor problem in my local community | Not a problem in my local community,3,100.0
W32,LOCALPROBH,"How much, if at all, is each of the following a problem in YOUR Local Community? Availability of affordable housing",Major problem in my local community | Minor problem in my local community | Not a problem in my local community,3,100.0
W32,LOCALPROBI,"How much, if at all, is each of the following a problem in YOUR Local Community? Poverty",Major problem in my local community | Minor problem in my local community | Not a problem in my local community,3,100.0
W32,LOCALPROBJ,"How much, if at all, is each of the following a problem in YOUR Local Community? Crime",Major problem in my local community | Minor problem in my local community | Not a problem in my local community,3,100.0
W32,LOCALPROBK,"How much, if at all, is each of the following a problem in YOUR Local Community? The quality of K-12 education in the public schools",Major problem in my local community | Minor problem in my local community | Not a problem in my local community,3,100.0
W32,LOCALPROBL_F1,"How much, if at all, is each of the following a problem in YOUR Local Community? The condition of roads, bridges and other infrastructure",Major problem in my local community | Minor problem in my local community | Not a problem in my local community,3,49.6
W32,LOCALPROBM_F2,"How much, if at all, is each of the following a problem in YOUR Local Community? Traffic",Major problem in my local community | Minor problem in my local community | Not a problem in my local community,3,50.4
W32,JOBSFUTURE,"Looking ahead 10 years, do you expect the availability of jobs where you live to…",Get better | Get worse | Stay about the same,3,100.0
W32,HARASS1A,"When it comes to sexual harassment...in the workplace today, how much of a problem, if at all, would you say...the following is? Women claiming they have experienced sexual harassment or assault when it hasn’t actually occurred",Major problem | Minor problem | Not a problem,3,100.0
W32,HARASS1B,"When it comes to sexual harassment...in the workplace today, how much of a problem, if at all, would you say...the following is? Employers firing men who have been accused of sexual harassment or assault before finding out all the facts",Major problem | Minor problem | Not a problem,3,100.0
W32,HARASS1C,"When it comes to sexual harassment...in the workplace today, how much of a problem, if at all, would you say...the following is? Men getting away with committing sexual harassment or assault",Major problem | Minor problem | Not a problem,3,100.0
W32,HARASS1D,"When it comes to sexual harassment...in the workplace today, how much of a problem, if at all, would you say...the following is? Women not being believed when they claim that they have experienced sexual harassment or assault",Major problem | Minor problem | Not a problem,3,100.0
W32,HARASS2F1,"In the long run, do you think the increased focus on sexual harassment and assault will lead to…",More opportunities for women in the workplace | Fewer opportunities for women in the workplace | Won’t make much of a difference,3,49.6
W32,HARASS3F2,"Do you think the increased focus on sexual harassment and assault has made it [easier or harder] for men to know how to interact with women in the workplace, or hasn’t it made much difference?",Has made it easier for men | Has made it harder for men | Hasn’t made much difference,3,50.4
W32,HARASS5,Have you received unwanted sexual advances or verbal or physical harassment of a sexual nature…,In a professional or work setting | Outside of a professional or work setting | Both,3,46.6
W32,LIFELOC,"And have you lived in or near this community your entire life, or have you lived in other places?",Lived in or near this community my entire life | Lived in other places,2,38.8
W32,VALUEURBAN,"In general, do you think most people who live in Urban areas have values that are…",Very similar to your values | Somewhat similar to your values | Somewhat different from your values | Very different from your values,4,100.0
W32,VALUESUBURB,"In general, do you think most people who live in Suburban areas have values that are…",Very similar to your values | Somewhat similar to your values | Somewhat different from your values | Very different from your values,4,100.0
W32,VALUERURAL,"In general, do you think most people who live in Rural areas have values that are…",Very similar to your values | Somewhat similar to your values | Somewhat different from your values | Very different from your values,4,100.0
W32,NEIGHKNOW,"Thinking of your neighbors, would you say you…",Know all of them | Know most of them | Know only some of them | Don’t know any of them,4,100.0
W32,NEIGHINTERA,"In general, how often, if ever, would you say you…Have face-to-face conversations with any of your neighbors",Every day | Several times a week | About once a week | About once a month | Less than once a month | Never,6,91.5
W32,NEIGHINTERB,"In general, how often, if ever, would you say you…Talk on the phone with any of your neighbors",Every day | Several times a week | About once a week | About once a month | Less than once a month | Never,6,91.5
W32,NEIGHINTERC,"In general, how often, if ever, would you say you…Exchange emails or text messages with any of your neighbors",Every day | Several times a week | About once a week | About once a month | Less than once a month | Never,6,91.5
W32,NEIGHINTERD,"In general, how often, if ever, would you say you…Have parties or get-togethers with any of your neighbors",Every day | Several times a week | About once a week | About once a month | Less than once a month | Never,6,91.5
W32,NEIGHKIDS,Do you have any neighbors you would feel comfortable asking to watch your children for half an hour in a pinch?,Yes | No | Does not apply,3,91.5
W32,NEIGHSAMEA,"As far as you know, how many of your neighbors…Are the same race or ethnicity as you",All of them | Most of them | About half | Only some of them | None of them,5,100.0
W32,NEIGHSAMEB,"As far as you know, how many of your neighbors…Are the same social class as you",All of them | Most of them | About half | Only some of them | None of them,5,100.0
W32,NEIGHSAMEC,"As far as you know, how many of your neighbors…Have the same political views as you",All of them | Most of them | About half | Only some of them | None of them,5,100.0
W32,IMMCOMM,"As far as you know, how many immigrants, if any, would you say there are in your local community?",Many | Some | Only a few | None,4,100.0
W32,IMMIMPACT,"Thinking about the immigrants who live in your local community, in general, would you say their impact on the community has been…",Mostly positive | Mostly negative | Neither positive nor negative,3,87.2
W32,GROWUPUSR,How would you describe the community where you spent the majority of time when you were growing up?,Urban | Suburban | Rural,3,100.0
W32,COMTYPE2,How would you describe the community Where YOU Currently LIVE?,Urban | Suburban | Rural,3,100.0
W32,CITYSIZE,Would you say you currently live in a…,Large city | Midsize city | Small city,3,19.8
W32,SUBURBNEAR,"Thinking about the city your community is a suburb of, would you say you live…",Very close to that city | Somewhat close to that city | Not too close to that city,3,46.1
W32,COMTYPE2_INS,Insert text for Viewcomm and Probself,urban | suburban | rural,3,99.2
W32,VIEWCOMM,"In general, do you think most people who DO NOT live in [COMTYPE2_INS] area have a [positive or negative] view of people who DO live in [COMTYPE2_INS] areas?",Very positive | Somewhat positive | Somewhat negative | Very negative,4,99.2
W32,PROBSELF,"How well, if at all, do you think most people who DO NOT live in [COMTYPE2_INS] area understand the types of problems faced by people who DO live in [COMTYPE2_INS] areas?",Very well | Somewhat well | Not too well | Not at all well,4,99.2
W32,PROBURBAN,"How well, if at all, do you think YOU understand the types of problems faced by people who live in Urban areas?",Very well | Somewhat well | Not too well | Not at all well,4,79.4
W32,PROBSUBURB,"How well, if at all, do you think YOU understand the types of problems faced by people who live in Suburban areas?",Very well | Somewhat well | Not too well | Not at all well,4,53.2
W32,PROBRURAL,"How well, if at all, do you think YOU understand the types of problems faced by people who live in Rural areas?",Very well | Somewhat well | Not too well | Not at all well,4,65.9
W32,WANTMOVE,"If you could, would you want to move to a different community?",Would want to move | Would not want to move | Not sure,3,100.0
W32,WILLMOVE,"Regardless of whether you would want to move, how likely is it that you WILL move to a different community at some point in the future?",Very likely | Somewhat likely | Not too likely | Not at all likely,4,100.0
W32,MOVEURBAN,"If you could move to a different community, would you want to…",Stay in an urban area | Move to a suburban area | Move to a rural area,3,6.4
W32,MOVESUBURB,"If you could move to a different community, would you want to…",Stay in a suburban area | Move to an urban area | Move to a rural area,3,13.6
W32,MOVERURAL,"If you could move to a different community, would you want to…",Stay in a rural area | Move to an urban area | Move to a suburban area,3,7.1
W32,ETHNCMAJ,"According to the U.S. Census Bureau, in the next 25 to 30 years, African Americans, Latinos, and people of Asian descent will make up a majority of the population. In general, do you think that this is…",Good for the country | Bad for the country | Neither good nor bad for the country,3,100.0
W32,IMMCULT2,Which statement comes closer to your own views — even if neither is exactly right?,The growing number of newcomers from other countries threatens traditional American customs and values | The growing number of newcomers from other countries strengthens American society,2,100.0
W32,MARRFAM2,Which statement comes closer to your own views — even if neither is exactly right?,Society is better off if people make marriage and having children a priority | Society is just as well off if people have priorities other than marriage and children,2,100.0
W32,ECONFAIR2,Which statement comes closer to your own views — even if neither is exactly right?,The economic system in this country unfairly favors powerful interests | The economic system in this country is generally fair to most Americans,2,100.0
W32,WOMENOPPS,Which statement comes closer to your own views — even if neither is exactly right?,The obstacles that once made it harder for women than men to get ahead are now largely gone | There are still significant obstacles that make it harder for women to get ahead than men,2,100.0
W32,GOVT_ROLE,Which statement comes closer to your own views — even if neither is exactly right?,Government should do more to solve problems | Government is doing too many things better left to businesses and individuals,2,100.0
W32,WHADVANT,"On a different subject…How much, if at all, do white people benefit from advantages in society that black people do not have?",A great deal | A fair amount | Not too much | Not at all,4,100.0
W32,GAYMARR2,"As you may know, same-sex marriage is now legal in the U.S. Do you think this is [a good thing or a bad thing] for our society?",Very good thing | Somewhat good thing | Somewhat bad thing | Very bad thing,4,100.0
W32,ABORTION,Do you think abortion should be…,LEGAL in all or most cases | ILLEGAL in all or most cases,2,100.0
W32,ABORTIONRESTR,Which statement comes closer to your own views — even if neither is exactly right?,There are some situations in which abortion should be restricted | There are no situations at all where abortion should be restricted,2,54.8
W32,ABORTIONALLOW,Which statement comes closer to your own views — even if neither is exactly right?,There are some situations in which abortion should be allowed | There are no situations at all where abortion should be allowed,2,42.8
W32,CLASS,"If you were asked to use one of these commonly used names for the social classes, which would you say you belong in?",Upper class | Upper-middle class | Middle class | Lower-middle class | Lower class,5,100.0
W32,MISINFG,"Thinking about news and information online, including social media…Which comes closer to your own view – even if neither is exactly right?",The U.S. government should take steps to restrict false information online... | People’s freedom to publish and access information should be protected...,2,37.9
W32,MISINFT,"Thinking about news and information online, including social media…Which comes closer to your own view – even if neither is exactly right?",Technology companies should take steps to restrict false information online... | People’s freedom to publish and access information should be protected...,2,37.8
W34,SCI1,"Overall, do you think science has made life easier or more difficult for most people?",Easier | More difficult,2,100.0
W34,SCI2A,Do you think science has had a mostly positive or mostly negative effect on the quality of the following in the U.S.? Food,Mostly positive | Mostly negative,2,100.0
W34,SCI2B,Do you think science has had a mostly positive or mostly negative effect on the quality of the following in the U.S.? Health care,Mostly positive | Mostly negative,2,100.0
W34,SCI2C,Do you think science has had a mostly positive or mostly negative effect on the quality of the following in the U.S.? The environment,Mostly positive | Mostly negative,2,100.0
W34,SCI3A,"In your opinion, do you think government investments in the following usually pay off in the long run, or are they not worth it? Basic scientific research",Government investments usually pay off in the long run | Government investments aren’t worth it,2,100.0
W34,SCI3B,"In your opinion, do you think government investments in the following usually pay off in the long run, or are they not worth it? Engineering and technology",Government investments usually pay off in the long run | Government investments aren’t worth it,2,100.0
W34,SCI3C,"In your opinion, do you think government investments in the following usually pay off in the long run, or are they not worth it? Medical research",Government investments usually pay off in the long run | Government investments aren’t worth it,2,50.6
W34,SCI4,"Which statement comes closer to your view, even if neither is exactly right?","Government investment in research is ESSENTIAL for scientific progress | Private investment will ensure that enough scientific progress is made, even without government investment",2,100.0
W34,SCI5,"All in all, do you favor or oppose the use of animals in scientific research?",Favor | Oppose,2,100.0
W34,EAT1,How often do you choose foods to eat because they are Healthy AND Nutritious?,All of the time | More than half of the time | About half of the time | Less than half of the time | Never,5,100.0
W34,EAT2,How often do you choose foods to eat because they are EASY AND MOST Convenient?,All of the time | More than half of the time | About half of the time | Less than half of the time | Never,5,100.0
W34,FUD30A,Do you currently have any kind of food intolerance or food allergy? I have a severe allergic reaction to some foods,Not selected | I have a severe allergic reaction to some foods,2,100.0
W34,FUD30B,Do you currently have any kind of food intolerance or food allergy? I have a mild or moderate allergic reaction to some foods,Not selected | I have a mild or moderate allergic reaction to some foods,2,100.0
W34,FUD30C,Do you currently have any kind of food intolerance or food allergy? I have an intolerance to some foods,Not selected | I have an intolerance to some foods,2,100.0
W34,FUD30D,"Do you currently have any kind of food intolerance or food allergy? No, none of these","Not selected | No, none of these",2,100.0
W34,EAT3A,"Which of the following, if any, do you restrict or limit eating on a regular basis? Fat",Not selected | Fat,2,100.0
W34,EAT3B,"Which of the following, if any, do you restrict or limit eating on a regular basis? Meat",Not selected | Meat,2,100.0
W34,EAT3C,"Which of the following, if any, do you restrict or limit eating on a regular basis? Dairy",Not selected | Dairy,2,100.0
W34,EAT3D,"Which of the following, if any, do you restrict or limit eating on a regular basis? Salt",Not selected | Salt,2,100.0
W34,EAT3E,"Which of the following, if any, do you restrict or limit eating on a regular basis? Cholesterol",Not selected | Cholesterol,2,100.0
W34,EAT3F,"Which of the following, if any, do you restrict or limit eating on a regular basis? Sugar",Not selected | Sugar,2,100.0
W34,EAT3G,"Which of the following, if any, do you restrict or limit eating on a regular basis? Artificial preservatives",Not selected | Artificial preservatives,2,100.0
W34,EAT3H,"Which of the following, if any, do you restrict or limit eating on a regular basis? Artificial colors",Not selected | Artificial colors,2,100.0
W34,EAT3I,"Which of the following, if any, do you restrict or limit eating on a regular basis? Artificial sweeteners",Not selected | Artificial sweeteners,2,100.0
W34,EAT3J,"Which of the following, if any, do you restrict or limit eating on a regular basis? Gluten",Not selected | Gluten,2,100.0
W34,EAT3K,"Which of the following, if any, do you restrict or limit eating on a regular basis? None of these",Not selected | None of these,2,100.0
W34,FUD22,How much of the food you eat is organic?,Most of it | Some of it | Not too much | None at all,4,100.0
W34,FUD24,Do you think organic fruits and vegetables are generally…,Better for one’s health than conventionally grown foods | Worse for one’s health than conventionally grown foods | Neither better nor worse for one’s health than conventionally grown foods,3,100.0
W34,EAT5A,"How much health risk, if any, does eating each of the following have for the average person over the course of their lifetime? Fruits and vegetables grown with pesticides",A great deal of health risk | Some health risk | Not too much health risk | No health risk at all,4,100.0
W34,EAT5B,"How much health risk, if any, does eating each of the following have for the average person over the course of their lifetime? Meat from animals that have been given antibiotics or hormones",A great deal of health risk | Some health risk | Not too much health risk | No health risk at all,4,100.0
W34,EAT5C,"How much health risk, if any, does eating each of the following have for the average person over the course of their lifetime? Food and drinks with artificial coloring",A great deal of health risk | Some health risk | Not too much health risk | No health risk at all,4,100.0
W34,EAT5D,"How much health risk, if any, does eating each of the following have for the average person over the course of their lifetime? Food and drinks with artificial preservatives",A great deal of health risk | Some health risk | Not too much health risk | No health risk at all,4,100.0
W34,EAT6,"Which of these statements comes closer to your view, even if neither is exactly right?","The average person is exposed to additives in the food they eat every day, which pose a serious risk to their health | The average person is exposed to additives in the food they eat every day but they eat such a small amount that this doe",2,100.0
W34,FUD32,"Genetically modified foods...come from a technique that adds genes from other organisms to change that food’s genetic characteristics. How much, if anything, have you heard or read about foods with genetically modified ingredients?",A lot | A little | Nothing at all,3,100.0
W34,FUD33A,Do you think foods with genetically modified ingredients are generally…,Better for your health than foods with no genetically modified ingredients | Worse for your health than foods with no genetically modified ingredients | Neither better nor worse for your health than foods with no genetically modified ingredients | Not sure,4,100.0
W34,FUD35,"How much do you, personally, care about the issue of genetically modified foods?",A great deal | Some | Not too much | Not at all,4,100.0
W34,FUD37A,How likely is it that genetically modified foods will…Lead to more affordably-priced food,Very likely | Fairly likely | Not too likely | Not at all likely,4,100.0
W34,FUD37B,How likely is it that genetically modified foods will…Lead to health problems for the population as a whole,Very likely | Fairly likely | Not too likely | Not at all likely,4,100.0
W34,FUD37C,How likely is it that genetically modified foods will…Create problems for the environment,Very likely | Fairly likely | Not too likely | Not at all likely,4,100.0
W34,FUD37D,How likely is it that genetically modified foods will…Increase the global food supply,Very likely | Fairly likely | Not too likely | Not at all likely,4,100.0
W34,MED1,"Thinking now about medicine…Which of these statements comes closer to your point of view, even if neither is exactly right?",Medical treatments these days are worth the costs because they allow people to live longer and better quality lives | Medical treatments these days often create as many problems as they solve,2,100.0
W34,MED2A,"Thinking about medical treatments these days, how much of a problem, if at all, are each of the following? Healthcare providers are too quick to order tests and procedures that may not be necessary",A big problem | A small problem | Not a problem,3,100.0
W34,MED2B,"Thinking about medical treatments these days, how much of a problem, if at all, are each of the following? People rely too much on prescription medicines that may not be necessary",A big problem | A small problem | Not a problem,3,100.0
W34,MED2C,"Thinking about medical treatments these days, how much of a problem, if at all, are each of the following? New treatments are made available before we fully understand how they affect people’s health",A big problem | A small problem | Not a problem,3,100.0
W34,MED2D,"Thinking about medical treatments these days, how much of a problem, if at all, are each of the following? The cost of treatments makes quality medical care unaffordable",A big problem | A small problem | Not a problem,3,100.0
W34,MED2E,"Thinking about medical treatments these days, how much of a problem, if at all, are each of the following? New treatments are so complex that patients cannot make informed decisions",A big problem | A small problem | Not a problem,3,100.0
W34,MED2F,"Thinking about medical treatments these days, how much of a problem, if at all, are each of the following? Side effects from prescription medicines create as many problems as the medicines solve",A big problem | A small problem | Not a problem,3,100.0
W34,MED2G,"Thinking about medical treatments these days, how much of a problem, if at all, are each of the following? The process for evaluating the safety and effectiveness of new medical treatments is too slow",A big problem | A small problem | Not a problem,3,100.0
W34,MED3,"How much, if anything, have you heard or read about gene editing that can be used to change a baby’s genetic characteristics?",A lot | A little | Nothing at all,3,100.0
W34,MED4A,Do you think each of the following is an appropriate use of medical technology...? Changing a baby's genetic characteristics to make the baby more intelligent,An appropriate use of medical technology | Taking medical technology too far,2,100.0
W34,MED4B,Do you think each of the following is an appropriate use of medical technology...? Changing a baby's genetic characteristics to Treat a serious disease or condition the baby would have at birth,An appropriate use of medical technology | Taking medical technology too far,2,100.0
W34,MED4C,Do you think each of the following is an appropriate use of medical technology...? Changing a baby's genetic characteristics to Reduce THE RISK of a serious disease or condition that could occur over the course of his or her lifetime,An appropriate use of medical technology | Taking medical technology too far,2,100.0
W34,MED5,"Thinking about what you have heard or read, how well do you think medical researchers understand the health risks and benefits of changing a baby’s genetic characteristics?",Very well | Fairly well | Not too well | Not at all well,4,100.0
W34,MED6A,"How likely...if gene editing to change a baby’s genetic characteristics becomes widely available? Even if gene editing is used appropriately in some cases, others will use these techniques in ways that are morally unacceptable",Very likely | Fairly likely | Not too likely | Not at all likely,4,100.0
W34,MED6B,How likely...if gene editing to change a baby’s genetic characteristics becomes widely available? These techniques will help people live longer and better quality lives,Very likely | Fairly likely | Not too likely | Not at all likely,4,100.0
W34,MED6C,How likely...if gene editing to change a baby’s genetic characteristics becomes widely available? We will use these techniques before we fully understand how they affect people’s health,Very likely | Fairly likely | Not too likely | Not at all likely,4,100.0
W34,MED6D,How likely...if gene editing to change a baby’s genetic characteristics becomes widely available? Inequality will increase because this option will be available only for the wealthy,Very likely | Fairly likely | Not too likely | Not at all likely,4,100.0
